,id,url,title,description,release_type,dev_url,category,dev_center,email,overview,os
699,MSC-25937-1,https://software.nasa.gov/software/MSC-25937-1,"RITRACKS: A Software For Simulation Of Stochastic Radiation Track Structure, Micro- And Nano-Dosimetry, Radiation Chemistry And DNA Damage By Heavy Ions","The code RITRACKS (Relativistic Ion Tracks) has been developed over the last years at the NASA Johnson Space Center to simulate the effects of ionizing radiations at the microscopic scale and to understand the effects of space radiation at the biological level. The fundamental part of this code is the stochastic simulation of radiation track structure of heavy ions, an important component of space radiations. The code can calculate many relevant quantities such as the radial dose, voxel dose, and may also be used to calculate the dose in spherical and cylindrical targets of various sizes. Recently, we have incorporated DNA structure and damage simulations at the molecular scale in RITRACKS. The direct effect of radiations is simulated by introducing a slight modification of the existing particle transport algorithms, using the Binary-Encounter-Bethe model of ionization cross sections for each molecular orbitals of DNA. The simulation of radiation chemistry is done by a step-by-step diffusion-reaction program based on the Greens functions of the diffusion equation. This approach is also used to simulate the indirect effect of ionizing radiation on DNA. The software can be installed independently on PC and tablets using the Windows operating system and does not require any coding from the user. It includes a Graphic User Interface (GUI) and a 3D OpenGL visualization interface. The calculations are executed simultaneously (in parallel) on multiple CPUs.",General Public Release,https://software.nasa.gov/request-form/MSC-25937-1,Crew and Life Support,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,"The code RITRACKS (Relativistic Ion Tracks) has been developed over the last years at the NASA Johnson Space Center to simulate the effects of ionizing radiations at the microscopic scale and to understand the effects of space radiation at the biological level. The fundamental part of this code is the stochastic simulation of radiation track structure of heavy ions, an important component of space radiations. The code can calculate many relevant quantities such as the radial dose, voxel dose, and may also be used to calculate the dose in spherical and cylindrical targets of various sizes. Recently, we have incorporated DNA structure and damage simulations at the molecular scale in RITRACKS. The direct effect of radiations is simulated by introducing a slight modification of the existing particle transport algorithms, using the Binary-Encounter-Bethe model of ionization cross sections for each molecular orbitals of DNA. The simulation of radiation chemistry is done by a step-by-step diffusion-reaction program based on the Greens functions of the diffusion equation. This approach is also used to simulate the indirect effect of ionizing radiation on DNA. The software can be installed independently on PC and tablets using the Windows operating system and does not require any coding from the user. It includes a Graphic User Interface (GUI) and a 3D OpenGL visualization interface. The calculations are executed simultaneously (in parallel) on multiple CPUs.",Win 32
700,LAR-15703,https://software.nasa.gov/software/LAR-15703,Volume Grid Manipulator (VGM),"This code is specifically designed to alter or manipulate existing surface and volume structured grids to improve grid quality through the reduction of grid line skewness, removal of negative volumes, and adaption of surface and volume grids to flow field gradients, to name a few applications. The s/w uses a command language to perform all manipulations thereby offering the capability of executing multiple manipulations on a single grid comprised of a single or multiple block set during an execution of the code. The command language can be input to the VGM code by a UNIX style redirected file, or interactively while the code is executing. The manual consists of 14 sections, designed to both offer command structure and simple scripts for various types of manipulations. The s/w also offers two new algebraic methods of grid smoothing, and methods for imposing C-I continuity across matching block boundaries. It is accompanied by sample grids and scripts to offer training of users.",U.S. Release Only,https://software.nasa.gov/request-form/LAR-15703,Aeronautics,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"This code is specifically designed to alter or manipulate existing surface and volume structured grids to improve grid quality through the reduction of grid line skewness, removal of negative volumes, and adaption of surface and volume grids to flow field gradients, to name a few applications. The s/w uses a command language to perform all manipulations thereby offering the capability of executing multiple manipulations on a single grid comprised of a single or multiple block set during an execution of the code. The command language can be input to the VGM code by a UNIX style redirected file, or interactively while the code is executing. The manual consists of 14 sections, designed to both offer command structure and simple scripts for various types of manipulations. The s/w also offers two new algebraic methods of grid smoothing, and methods for imposing C-I continuity across matching block boundaries. It is accompanied by sample grids and scripts to offer training of users.",Any OS that has a FORTRAN 77 compiler
701,DRC-014-024,https://software.nasa.gov/software/DRC-014-024,Automate Optimization And Design Tasks Across Disciplines With Object-Oriented Optimization Tool 2.0,"<p>This multidisciplinary design analysis and optimization (MDAO) solution automates optimization tasks early in the design process according to a range of user-defined parameters, including factors such as cost, safety, and environmental impact. The tool provides a framework that enables several engineers to use multiple programs to globally optimize a model.</p> <p>This tool quickly streamlines optimization and design tasks by integrating disparate software packages--NASTRAN&#174;, ZAERO&#174;, Cart3D, FUN3D, MOMAT, etc.--in a cross-platform network environment. Designers can convert design variables to structural parameters and generate objective functions using either the built-in pre/post-processor or their own analyzer.</p> <p>FEATURES</p> <p> * Central executive module allows designers to choose input/output files and solution modules, determine the status of tasks, and select modules for output viewing and filtering.</p> <p> * Object-oriented framework integrates the analysis codes for multiple disciplines, rather than relying on one code to perform the analysis for all disciplines.</p> <p> * Modules calculate structural weight, stress, deflection, buckling, and more.</p> <p> * Graphical user interface can provide a single point of control for applications that run on a user's PC or for code that may reside on remote workstations or a computational cluster.</p> <p> * Use of existing tools and practices saves development time and resources.</p> <p> * With most of the code written in standard Fortran, it is easy to upgrade and incorporate new optimization technologies while integrating/adopting new state-of-the-art software.</p> <p>POTENTIAL APPLICATIONS</p> <p>Originally developed for preliminary design of subsonic, transonic, supersonic, and hypersonic aircraft, this innovative MDAO tool can be applied to other engineering fields, including:</p> <p> * Shipbuilding</p> <p> * Automotive</p> <p> * Engineering services</p> <p> * Packaging</p> <p> * Sporting equipment</p> <p>NASTRAN is a registered trademark of the National Aeronautics and Space Administration. ZAERO is a registered trademark of ZONA Technology, Inc.</p>",General Public Release,https://software.nasa.gov/request-form/DRC-014-024,Structures and Mechanisms,Armstrong Flight Research Center,mailto:afrc-ipo-softwarecatalogue@mail.nasa.gov,"<p>This multidisciplinary design analysis and optimization (MDAO) solution automates optimization tasks early in the design process according to a range of user-defined parameters, including factors such as cost, safety, and environmental impact. The tool provides a framework that enables several engineers to use multiple programs to globally optimize a model.</p><p>This tool quickly streamlines optimization and design tasks by integrating disparate software packages--NASTRAN&#174;, ZAERO&#174;, Cart3D, FUN3D, MOMAT, etc.--in a cross-platform network environment. Designers can convert design variables to structural parameters and generate objective functions using either the built-in pre/post-processor or their own analyzer.</p><p>FEATURES</p><p> * Central executive module allows designers to choose input/output files and solution modules, determine the status of tasks, and select modules for output viewing and filtering.</p><p> * Object-oriented framework integrates the analysis codes for multiple disciplines, rather than relying on one code to perform the analysis for all disciplines.</p><p> * Modules calculate structural weight, stress, deflection, buckling, and more.</p><p> * Graphical user interface can provide a single point of control for applications that run on a user's PC or for code that may reside on remote workstations or a computational cluster.</p><p> * Use of existing tools and practices saves development time and resources.</p><p> * With most of the code written in standard Fortran, it is easy to upgrade and incorporate new optimization technologies while integrating/adopting new state-of-the-art software.</p><p>POTENTIAL APPLICATIONS</p><p>Originally developed for preliminary design of subsonic, transonic, supersonic, and hypersonic aircraft, this innovative MDAO tool can be applied to other engineering fields, including:</p><p> * Shipbuilding</p><p> * Automotive</p><p> * Engineering services</p><p> * Packaging</p><p> * Sporting equipment</p><p>NASTRAN is a registered trademark of the National Aeronautics and Space Administration. ZAERO is a registered trademark of ZONA Technology, Inc.</p>",Windows
702,GSC-18159-1,https://software.nasa.gov/software/GSC-18159-1,Fortran Argument Parser,The Fortran Argument Parser is a software package to simplify handling of command line arguments from within Fortran programs. The design is largely based upon a similar package in Python called argParser. These tools allow developers to specify expected command line arguments and associate each argument with a specific behavior. The package is extensible allowing developers to define new behaviors for their options. This package emerged from development of NASA's pFUnit framework for unit testing. The functionality would be valuable within other Fortran projects and therefore it is desired to pull the Fortran Argument Parser out as a software project of its own. The parser can then be used in a variety of projects in a light-weight manner.,Open Source,https://github.com/Goddard-Fortran-Ecosystem/fArgParse,"Environmental Science (Earth, Air, Space, Exoplanet)",Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,The Fortran Argument Parser is a software package to simplify handling of command line arguments from within Fortran programs. The design is largely based upon a similar package in Python called argParser. These tools allow developers to specify expected command line arguments and associate each argument with a specific behavior. The package is extensible allowing developers to define new behaviors for their options.This package emerged from development of NASA's pFUnit framework for unit testing. The functionality would be valuable within other Fortran projects and therefore it is desired to pull the Fortran Argument Parser out as a software project of its own. The parser can then be used in a variety of projects in a light-weight manner.,"Linux, OS X"
703,GSC-16846-1,https://software.nasa.gov/software/GSC-16846-1,Hazards Analysis Management Tool (HAMT),"HAMT uses a single software tool to increase the efficiency and effectiveness of hazard analyses. Composed of a Microsoft Access front-end (that contains the user interface) paired with a Microsoft Access back-end (that stores analysis data), the software can be used to enter, edit, and report information throughout the hazard analysis lifecycle.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/GSC-16846-1,Autonomous Systems,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"HAMT uses a single software tool to increase the efficiency and effectiveness of hazard analyses. Composed of a Microsoft Access front-end (that contains the user interface) paired with a Microsoft Access back-end (that stores analysis data), the software can be used to enter, edit, and report information throughout the hazard analysis lifecycle.",
704,MFS-32780-2,https://software.nasa.gov/software/MFS-32780-2,Earth Global Reference Atmospheric Model 2016 (Earth GRAM 2016),"Earth GRAM 2016 is a computer code that can run on a variety of platforms including PCs and Linux stations. The model provides values for atmospheric parameters such as density, temperature, winds, and constituents for any month and at any altitude and location within the Earth's atmosphere. Earth-GRAM 2010 is available in FORTRAN.",General Public Release,https://software.nasa.gov/request-form/MFS-32780-2,"Environmental Science (Earth, Air, Space, Exoplanet)",Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,"Earth GRAM 2016 is a computer code that can run on a variety of platforms including PCs and Linux stations. The model provides values for atmospheric parameters such as density, temperature, winds, and constituents for any month and at any altitude and location within the Earth's atmosphere. Earth-GRAM 2010 is available in FORTRAN.","Windows, Linux, OS X"
705,NPO-45908-1,https://software.nasa.gov/software/NPO-45908-1,MSLICE - Science Activity Planner For MSL,"MSLICE has been tasked to fulfill a challenging set of requirements. To meet these requirements, MSLICE delivers a rich feature set which includes but is not limited to: 1) Simple, intuitive, and powerful search capability. For any given mission there is a huge amount of data and associated metadata that is generated. Quickly and easily sifting through all the data to find the interesting products requires a powerful tool with an intuitive interface. MSLICE provides such an interface in much the same way that the major Internet search engines provide a tool for searching the internet. 2) Visualization of the rover's traverse in a HiRISE image. This view is basically a map of the mission, and it allows scientists to easily gauge where the rover has been and where they would like it to go. The map also provides the ability to correct or adjust the known position of the rover through the technique of overlaying images acquired from the rover on top of the HiRISE image. A user can then correct the rover's position by collocating the visible features in the overlays with the same features in the underlying HiRISE image. 3) Visualization of data products and the ability to view mosaics.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/NPO-45908-1,Vehicle Management (Space/Air/Ground),Jet Propulsion Laboratory,mailto:sra@jpl.nasa.gov,"MSLICE has been tasked to fulfill a challenging set of requirements. To meet these requirements, MSLICE delivers a rich feature set which includes but is not limited to:1) Simple, intuitive, and powerful search capability. For any given mission there is a huge amount of data and associated metadata that is generated. Quickly and easily sifting through all the data to find the interesting products requires a powerful tool with an intuitive interface. MSLICE provides such an interface in much the same way that the major Internet search engines provide a tool for searching the internet.2) Visualization of the rover's traverse in a HiRISE image. This view is basically a map of the mission, and it allows scientists to easily gauge where the rover has been and where they would like it to go. The map also provides the ability to correct or adjust the known position of the rover through the technique of overlaying images acquired from the rover on top of the HiRISE image. A user can then correct the rover's position by collocating the visible features in the overlays with the same features in the underlying HiRISE image.3) Visualization of data products and the ability to view mosaics.",
706,ARC-17451-1,https://software.nasa.gov/software/ARC-17451-1,Inverse Reinforcement Learning (IRL) Augmentation For PyMDPToolbox,The software is a augmentation for PyMDPToolbox containing implementations of some new IRL algorithms.,Open Source,https://github.com/nasa/pymdptoolbox,Data Servers Processing and Handling,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,The software is a augmentation for PyMDPToolbox containing implementations of some new IRL algorithms.,
707,MSC-26618-1,https://software.nasa.gov/software/MSC-26618-1,Video Stream Manager (VSM),The Video Stream Manager (VSM) is a standalone Python application for optimizing the use of Engineering DOUG Graphics for Exploration (EDGE) [MSC-24663-1] video streaming resources.,Open Source,https://github.com/nasa/vsm,Design and Integration Tools,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,The Video Stream Manager (VSM) is a standalone Python application for optimizing the use of Engineering DOUG Graphics for Exploration (EDGE) [MSC-24663-1] video streaming resources.,"Windows, Linux, OS X"
708,ARC-18212-1,https://software.nasa.gov/software/ARC-18212-1,Physical Scalars And Plotting Tools In Scala,"An open-source scalar package and associated software tools have been developed in the Scala programming language, including plotting tools based on the free GRACE plotting package. The scalar package represents physical scalars and can help to prevent errors involving physical units in engineering and scientific computation. The scalar package includes a complete implementation of the standard SI metric system of units and many common non-metric units. The design also allows users to easily define a specialized or reduced set of physical units for any particular application or domain. The scalar package can be used in two different modes: one mode provides unit compatibility checking but is slower, and the other mode bypasses the compatibility checks but is much faster and still prevents the most common type of unit error. Switching between the two modes requires no changes in the user's code, making it convenient and usable with no significant performance penalty for even the most computationally intensive applications.",Open Source,https://github.com/RussP/scalars,Data and Image Processing,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,"An open-source scalar package and associated software tools have been developed in the Scala programming language, including plotting tools based on the free GRACE plotting package. The scalar package represents physical scalars and can help to prevent errorsinvolving physical units in engineering and scientific computation. The scalar package includes a complete implementation of the standard SI metric system of units and many common non-metric units. The design also allows users to easily define a specialized or reduced set of physical units for any particular application or domain. The scalar package can be used in two different modes: one mode provides unit compatibility checking but is slower, and the other mode bypasses the compatibility checks but is much faster and still prevents the most common type of unit error. Switching between the two modes requires no changes in the user's code, making it convenient and usable with no significant performance penalty for even the most computationally intensive applications.","Windows, Linux, OS X"
709,DRC-015-017,https://software.nasa.gov/software/DRC-015-017,Predict The Behavior Of Blackbody Heated Surfaces,"<p>Many areas of science and engineering require an understanding of the radiation that emits from a heated surface. Specifically, there is a need to calculate the radiation's intensity and spectral distribution for thermal radiation heat transfer, infrared signature analysis, and radiation thermometry. Furthermore, being able to predict the heat transfer rate and the spectral distribution of the emitted energy for the blackbody is particularly helpful.</p> <p>The need for these capabilities led researchers at NASA's Armstrong Flight Research Center to develop a set of computer functions that can be used in predicting the behavior of heated surfaces. In addition, the routines enable engineers to use information regarding spectral intensities to determine surface temperatures. They can also calculate the sensitivity of these temperature measurements to unknowns in the input parameters. NASA wrote these routines in Microsoft&#174; Visual Basic&#174; for Applications (VBA) software and incorporated functions specific to Microsoft Excel&#174; software.</p> <p>BENEFITS</p> <p> * Full spectrum: Enables calculation of important function derivatives and integration of the blackbody function over a range of wavelengths</p> <p> * Portable: Can be integrated with other engineering software</p> <p> * Easy to use: Based on widely available computer software tools from the Microsoft suite</p> <p>POTENTIAL APPLICATIONS</p> <p>In addition to aerospace applications, this software is useful for researchers developing new materials and other technologies to be used in a wide range of applications:</p> <p> * Thermal management: Integrated circuits, computer chassis, remote sensors</p> <p> * Heat shields: Automotive, appliances, safety equipment</p> <p> * Insulation: Architecture, textiles/clothing</p> <p> * Energy storage: Collecting/Storing thermal energy</p> <p> * Monitoring: Infrared-based surveillance</p> <p> * Earth/Planetary science: Understanding the composition of clouds, volcanoes, etc.</p> <p>Microsoft, Visual Basic, and Excel are registered trademarks of Microsoft Corporation in the United States and/or other countries.</p>",General Public Release,https://software.nasa.gov/request-form/DRC-015-017,Materials and Processes,Armstrong Flight Research Center,mailto:afrc-ipo-softwarecatalogue@mail.nasa.gov,"<p>Many areas of science and engineering require an understanding of the radiation that emits from a heated surface. Specifically, there is a need to calculate the radiation's intensity and spectral distribution for thermal radiation heat transfer, infrared signature analysis, and radiation thermometry. Furthermore, being able to predict the heat transfer rate and the spectral distribution of the emitted energy for the blackbody is particularly helpful.</p><p>The need for these capabilities led researchers at NASA's Armstrong Flight Research Center to develop a set of computer functions that can be used in predicting the behavior of heated surfaces. In addition, the routines enable engineers to use information regarding spectral intensities to determine surface temperatures. They can also calculate the sensitivity of these temperature measurements to unknowns in the input parameters. NASA wrote these routines in Microsoft&#174; Visual Basic&#174; for Applications (VBA) software and incorporated functions specific to Microsoft Excel&#174; software.</p><p>BENEFITS</p><p> * Full spectrum: Enables calculation of important function derivatives and integration of the blackbody function over a range of wavelengths</p><p> * Portable: Can be integrated with other engineering software</p><p> * Easy to use: Based on widely available computer software tools from the Microsoft suite</p><p>POTENTIAL APPLICATIONS</p><p>In addition to aerospace applications, this software is useful for researchers developing new materials and other technologies to be used in a wide range of applications:</p><p> * Thermal management: Integrated circuits, computer chassis, remote sensors</p><p> * Heat shields: Automotive, appliances, safety equipment</p><p> * Insulation: Architecture, textiles/clothing</p><p> * Energy storage: Collecting/Storing thermal energy</p><p> * Monitoring: Infrared-based surveillance</p><p> * Earth/Planetary science: Understanding the composition of clouds, volcanoes, etc.</p><p>Microsoft, Visual Basic, and Excel are registered trademarks of Microsoft Corporation in the United States and/or other countries.</p>",Windows
710,MSC-24663-1,https://software.nasa.gov/software/MSC-24663-1,Engineering DOUG Graphics For Exploration (EDGE),EDGE is a real-time 3d graphics rendering package based on the Dynamic On-board Ubiquitous Graphics (DOUG) graphics engine. It combines key elements from graphics software tools developed for Space Shuttle and International Space Station (ISS) programs and adapts them for integration with other engineering simulations and facilities. The tool allows drop-in integration with the NASA Trick Simulation Environment and provides a fusion of 3D graphics and simulation outputs.,General Public Release,https://software.nasa.gov/request-form/MSC-24663-1,Data Servers Processing and Handling,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,EDGE is a real-time 3d graphics rendering package based on the Dynamic On-board Ubiquitous Graphics (DOUG) graphics engine. It combines key elements from graphics software tools developed for Space Shuttle and International Space Station (ISS) programs and adapts them for integration with other engineering simulations and facilities. The tool allows drop-in integration with the NASA Trick Simulation Environment and provides a fusion of 3D graphics and simulation outputs.,
711,MSC-24723-1,https://software.nasa.gov/software/MSC-24723-1,NASA Aircraft Management Information System (NAMIS),"The NASA Aircraft Management Information System (NAMIS) is an enterprise resource planning/mission support software suite designed from the ground up to meet both the mission support requirements and the business management requirements of JSC's Aircraft Operations Division (AOD). The system features tools and processes that: 1) eliminate the risk of conducting flight operations in aircraft with overdue inspections, in aircraft with grounding discrepancies, and in aircraft not properly configured for the mission; 2) provide continuous and positive control of all assets including materials, parts, and equipment that exceed a customer-defined value; and 3) reduce material costs and labor hours. NAMIS includes the data, information, and metrics required to support flight operations management and business decisions, as well as the data required by other systems and external components to support consistent and accurate financial reporting and asset accounting.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/MSC-24723-1,Business Systems and Project Management,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,"The NASA Aircraft Management Information System (NAMIS) is an enterprise resource planning/mission support software suite designed from the ground up to meet both the mission support requirements and the business management requirements of JSC's Aircraft Operations Division (AOD). The system features tools and processes that: 1) eliminate the risk of conducting flight operations in aircraft with overdue inspections, in aircraft with grounding discrepancies, and in aircraft not properly configured for the mission; 2) provide continuous and positive control of all assets including materials, parts, and equipment that exceed a customer-defined value; and 3) reduce material costs and labor hours. NAMIS includes the data, information, and metrics required to support flight operations management and business decisions, as well as the data required by other systems and external components to support consistent and accurate financial reporting and asset accounting.",
712,LAR-18861-1,https://software.nasa.gov/software/LAR-18861-1,Classification And Verification Editor (CaVE),"This code improves the efficiency of analyzing multiple classification methods in order to produce accurate classified images for land use and land cover change. Instead of running multiple classifications, validations, and algorithms separately, this is all performed through one script with one condensed output located in the console.",Open Source,https://github.com/NASA-DEVELOP/CaVE,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"This code improves the efficiency of analyzing multiple classification methods in order to produce accurate classified images for land use and land cover change. Instead of running multiple classifications, validations, and algorithms separately, this is all performed through one script with one condensed output located in the console.",
713,LAR-19156-1,https://software.nasa.gov/software/LAR-19156-1,Regional Incendiary Fuel Risk Assessment Framework (RIFRAF),"Climate data from the Google Earth Engine library was leveraged in a script to calculate the fire potential in the Missouri River Basin. Variables instrumental to fire potential were drought conditions, temperature, relative humidity, precipitation, wind speed, and fuel moisture.",Open Source,https://github.com/NASA-DEVELOP/RIFRAF,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"Climate data from the Google Earth Engine library was leveraged in a script to calculate the fire potential in the Missouri River Basin. Variables instrumental to fire potential were drought conditions, temperature, relative humidity, precipitation, wind speed, and fuel moisture.",
714,LAR-19547-1,https://software.nasa.gov/software/LAR-19547-1,CORAL-TT (Calculating Oscillations In Regional Aquatic Locations - Temperature And Turbidity),"The JavaScript code intended for Google Earth Engine (GEE) allows easy access to all data available on this free platform, calculates Normalized Difference Turbidity Index (NDTI) median over years and seasons, and calculates fluctuations between seasons. The code combines Surface Reflectance Tier 1 data from Landsat 5 Thematic Mapper (TM), Landsat 7 Enhanced Thematic Mapper Plus (ETM+), and Landsat 8 Operational Land Imager (OLI) data from 1991 to 2018, and Level 2 Sentinel-2 Multispectral Instrument (MSI) data from 2015 to 2018. Furthermore, the software maps SST using Level 3 Aqua Moderate Resolution Imaging Spectroradiometer (MODIS) processed by Earth Observing System Data and Information System (EOSDIS). The GEE user interface presents a graph that allows users to see fluctuations in SST at any given selected point of interest over time. The user can also specify dates, image collections, and a study area to display and export a map of interest.",Open Source,https://github.com/NASA-DEVELOP/CORAL-TT,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The JavaScript code intended for Google Earth Engine (GEE) allows easy access to all data available on this free platform, calculates Normalized Difference Turbidity Index (NDTI) median over years and seasons, and calculates fluctuations between seasons. The code combines Surface Reflectance Tier 1 data from Landsat 5 Thematic Mapper (TM), Landsat 7 Enhanced Thematic Mapper Plus (ETM+), and Landsat 8 Operational Land Imager (OLI) data from 1991 to 2018, and Level 2 Sentinel-2 Multispectral Instrument (MSI) data from 2015 to 2018. Furthermore, the software maps SST using Level 3 Aqua Moderate Resolution Imaging Spectroradiometer (MODIS) processed by Earth Observing System Data and Information System (EOSDIS). The GEE user interface presents a graph that allows users to see fluctuations in SST at any given selected point of interest over time. The user can also specify dates, image collections, and a study area to display and export a map of interest.",
715,LAR-17463-1,https://software.nasa.gov/software/LAR-17463-1,A Collection Of Nonlinear Aircraft Simulations In MATLAB,"Nonlinear six degree-of-freedom simulations for a variety of aircraft were created using MATLAB. Data for aircraft geometry, aerodynamic characteristics, mass / inertia properties, and engine characteristics were obtained from open literature publications documenting wind tunnel experiments and flight tests. Each nonlinear simulation was implemented within a common framework in MATLAB, and includes an interface with another commercially-available program to read pilot inputs and produce a three-dimensional (3-D) display of the simulated airplane motion. Aircraft simulations include the General Dynamics F-16 Fighting Falcon, Convair F-106B Delta Dart, Grumman F-14 Tomcat, McDonnell Douglas F-4 Phantom, NASA Langley Free-Flying Aircraft for Sub-scale Experimental Research (FASER), NASA HL 20 Lifting Body, NASA / DARPA X-31 Enhanced Fighter Maneuverability Demonstrator, and the Vought A-7 Corsair II. All nonlinear simulations and 3-D displays run in real time in response to pilot inputs, using contemporary desktop personal computer hardware. The simulations can also be run in batch mode. Each nonlinear simulation includes the full nonlinear dynamics of the bare airframe, with a scaled direct connection from pilot inputs to control surface deflections to provide adequate pilot control.",U.S. Release Only,https://software.nasa.gov/request-form/LAR-17463-1,Design and Integration Tools,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"Nonlinear six degree-of-freedom simulations for a variety of aircraft were created using MATLAB. Data for aircraft geometry, aerodynamic characteristics, mass / inertia properties, and engine characteristics were obtained from open literature publications documenting wind tunnel experiments and flight tests. Each nonlinear simulation was implemented within a common framework in MATLAB, and includes an interface with another commercially-available program to read pilot inputs and produce a three-dimensional (3-D) display of the simulated airplane motion. Aircraft simulations include the General Dynamics F-16 Fighting Falcon, Convair F-106B Delta Dart, Grumman F-14 Tomcat, McDonnell Douglas F-4 Phantom, NASA Langley Free-Flying Aircraft for Sub-scale Experimental Research (FASER), NASA HL 20 Lifting Body, NASA / DARPA X-31 Enhanced Fighter Maneuverability Demonstrator, and the Vought A-7 Corsair II. All nonlinear simulations and 3-D displays run in real time in response to pilot inputs, using contemporary desktop personal computer hardware. The simulations can also be run in batch mode. Each nonlinear simulation includes the full nonlinear dynamics of the bare airframe, with a scaled direct connection from pilot inputs to control surface deflections to provide adequate pilot control.",Runs inside of MatLab
716,MSC-25694-1,https://software.nasa.gov/software/MSC-25694-1,NASA HMS (Hazard Management System),"The Web-based, access-controlled NASA Hazard Management System (HMS) provides a centralized repository for hazards regardless of origin and offers the ability to report and manage real-time hazards and controls. The primary mechanism for identifying and documenting hazardous conditions within HMS lies in the creation and management of two types of analysis documents: Hazard Analyses (HAs) and Job Hazard Analyses (JHAs). While these two document types offer different approaches for hazard identification and classification, they both offer controls for mitigating hazards. HMS provides a framework within which HA and JHA documents are created, reviewed, and approved. Once approved, the hazardous conditions identified within a document are considered active. More important, the controls associated with the hazards are then also considered active. HMS includes the mechanisms required to evaluate hazards using standard Risk Assessment Code (RAC) scoring.",General Public Release,https://software.nasa.gov/request-form/MSC-25694-1,Business Systems and Project Management,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,"The Web-based, access-controlled NASA Hazard Management System (HMS) provides a centralized repository for hazards regardless of origin and offers the ability to report and manage real-time hazards and controls. The primary mechanism for identifying and documenting hazardous conditions within HMS lies in the creation and management of two types of analysis documents: Hazard Analyses (HAs) and Job Hazard Analyses (JHAs). While these two document types offer different approaches for hazard identification and classification, they both offer controls for mitigating hazards. HMS provides a framework within which HA and JHA documents are created, reviewed, and approved. Once approved, the hazardous conditions identified within a document are considered active. More important, the controls associated with the hazards are then also considered active. HMS includes the mechanisms required to evaluate hazards using standard Risk Assessment Code (RAC) scoring.",Windows
717,ARC-17115-1A,https://software.nasa.gov/software/ARC-17115-1A,Control Allocation Technique To Recover From Pilot Induced Oscillations (CAPIO) Through The Estimation And Minimization Of Phase Lag Introduced To The System Due To Control Surface Rate Saturation,"The Control Allocation Technique to Recover from Pilot Induced Oscillations (CAPIO) system is designed to operate within an aircraft's flight control system to alleviate Pilot Induced Oscillation tendencies in an aircraft without adversely impacting aircraft efficiency. The main idea behind the concept is to minimize the phase lag introduced to the system due to control surface rate saturation. The CAPIO system is designed specifically for multi-input/multi-output applications and this implementation utilizes 1) on-line estimation of phase lag introduced by control surface rate limiting, 2) on-line adjustment of control allocation weighting terms, and 3) an optimization algorithm (available from MathWorks) that calculates the optimal control solution.",U.S. Release Only,https://software.nasa.gov/request-form/ARC-17115-1A,Aeronautics,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,"The Control Allocation Technique to Recover from Pilot Induced Oscillations (CAPIO) system is designed to operate within an aircraft's flight control system to alleviate Pilot Induced Oscillation tendencies in an aircraft without adversely impacting aircraft efficiency. The main idea behind the concept is to minimize the phase lag introduced to the system due to control surface rate saturation. The CAPIO system is designed specifically for multi-input/multi-output applications and this implementation utilizes 1) on-line estimation of phase lag introduced by control surface rate limiting, 2) on-line adjustment of control allocation weighting terms, and 3) an optimization algorithm (available from MathWorks) that calculates the optimal control solution.",Windows and Mac OS X
718,NPO-49884-1,https://software.nasa.gov/software/NPO-49884-1,EDGE - The Extensible Data Gateway Environment,"EDGE uses Apache Solr for fast indexed search backend. Inventory data stored in PO.DAAC's Oracle server is being incrementally indexed avery 15 minutes. Apache Solr provides optimal search solution to all data it managements. By offloading data from Oracle, this eliminates Denial of Service (DoS) attacks against the core data management backend. To further ensure reliable serving of data, EDGE's Apache Solr uses Master and Slave model. The Master instance is for data indexing.",Open Source,https://github.com/apache/incubator-sdap-edge,Data Servers Processing and Handling,Jet Propulsion Laboratory,mailto:sra@jpl.nasa.gov,"EDGE uses Apache Solr for fast indexed search backend. Inventory data stored in PO.DAAC's Oracle server is being incrementally indexed avery 15 minutes. Apache Solr provides optimal search solution to all data it managements. By offloading data from Oracle, this eliminates Denial of Service (DoS) attacks against the core data management backend. To further ensure reliable serving of data, EDGE's Apache Solr uses Master and Slave model. The Master instance is for data indexing.",
